Time(msec),Integral_1st,Integral_CF,Integral_HI,Integral_Total
0.0,0.0,0.0,0.0,0.0
1.0,2.4124717717194978e-08,1.2952288374816237,0.1286034487147492,2.678411573940091e-08
2.0,4.811551089249551e-08,2.5878337589024607,0.25667917625433495,5.341343242056491e-08
3.0,7.181886251971106e-08,3.8766037899223695,0.3836992503221333,7.970839236938888e-08
4.0,9.529429350423005e-08,5.160849599674185,0.509816117847686,1.0574022886328063e-07
5.0,1.1843621950254964e-07,6.441043359990997,0.6347200384448042,1.313841388612261e-07
6.0,1.412559662231084e-07,7.716528229068459,0.7584145381128542,1.5665457161932625e-07
7.0,1.6404516387649643e-07,8.988791484915918,0.8818754020366797,1.8189290541225996e-07
8.0,1.8681393087711324e-07,10.258841115491544,1.005177463743352,2.071098444567951e-07
9.0,2.0922984197291304e-07,11.525482694378809,1.1272264662502671,2.3191598513291037e-07
10.0,2.3116247650267924e-07,12.788485663686455,1.2475941612672141,2.5615905081396545e-07
11.0,2.5340612639667614e-07,14.04880471935614,1.3688320587390035,2.807701990889131e-07
12.0,2.7492129251083366e-07,15.300872336340968,1.487413771974754,3.0453621343911853e-07
13.0,2.9589033556564467e-07,16.54386896555978,1.6038710463832253,3.2767295450246735e-07
14.0,3.1698594677965046e-07,17.78233965234791,1.720546726911577,3.5096267808950924e-07
15.0,3.3680040421566786e-07,19.010536530509757,1.8326557789945823,3.727674624126546e-07
16.0,3.560875192422352e-07,20.23451646359187,1.9428604588991087,3.9396297854879965e-07
17.0,3.7430150593652184e-07,21.449274217983263,2.0491160940256545,4.139228693123741e-07
18.0,3.903955511647353e-07,22.652531426290768,2.1476005563608886,4.314516106034383e-07
19.0,4.039061483970387e-07,23.836368058870466,2.235932116118801,4.460515792673701e-07
20.0,4.1590396555415494e-07,25.007509661041432,2.31797711211225,4.589532287385443e-07
21.0,4.261275370459482e-07,26.16246945319738,2.392262722044431,4.698795690618128e-07
22.0,4.3468919453372957e-07,27.301203328101927,2.458827527260981,4.789727705021892e-07
23.0,4.415047688135833e-07,28.421204198302195,2.516659805085417,4.861594347757912e-07
24.0,4.472926974205893e-07,29.528985285629897,2.5689612329589453,4.92234168431767e-07
25.0,4.517018489954596e-07,30.61802718744836,2.6132145887137477,4.968300752440398e-07
26.0,4.550068272598701e-07,31.688282505258847,2.6502873563524227,5.002536430838473e-07
27.0,4.57569942159906e-07,32.74196476757683,2.6819895741647284,5.028962667967044e-07
28.0,4.5932209523179135e-07,33.77390911413926,2.707090140560872,5.046921009561991e-07
29.0,4.6050351642159506e-07,34.784830659139146,2.7267963963922632,5.058970098656151e-07
30.0,4.612723614699086e-07,35.77494389370968,2.741937920350153,5.066777952451115e-07
31.0,4.6177092773651533e-07,36.745875982696276,2.753548404869421,5.071823955629079e-07
32.0,4.620651265887527e-07,37.695826980300104,2.7619535585491177,5.074792207200608e-07
33.0,4.622310830101056e-07,38.625311773081265,2.7678739520297126,5.076462409841604e-07
34.0,4.6232143011351213e-07,39.53414421015234,2.7719530876715295,5.07736995423004e-07
35.0,4.6236675753856845e-07,40.42240871292914,2.7746275257474813,5.077824597346337e-07
36.0,4.6238769192686817e-07,41.28915892173102,2.7762939061196343,5.078034344481045e-07
37.0,4.6239651586095295e-07,42.13663196560791,2.777276845731075,5.078122686284924e-07
38.0,4.6239980763519297e-07,42.96528615485607,2.7778151626061978,5.078155625425508e-07
39.0,4.624008573817375e-07,43.77391813476262,2.7780829309238264,5.078166126368209e-07
40.0,4.6240114787497306e-07,44.563235066679326,2.7782050814068473,5.078169031750187e-07
40.1,4.6240115408168443e-07,44.64027149046375,2.7782098413469014,5.078169093821136e-07
