Time(msec),Integral_1st,Integral_CF,Integral_HI,Integral_Total
0.0,0.0,0.0,0.0,0.0
1.0,8.993348362619199e-05,0.5176606706366512,0.11561413094367506,0.0001157692240121172
2.0,0.00017950267360625913,1.0343435579194789,0.23094361903786753,0.00023105052505819243
3.0,0.000268217253271865,1.5491887358422214,0.34563783507483636,0.00034516783085764425
4.0,0.0003563300783143798,2.0627335600647,0.45988318851533244,0.00045846600813079555
5.0,0.00044308649299875763,2.5739614314944403,0.573158475786117,0.0005698929267566061
6.0,0.0005294305685371526,3.084530079567574,0.6861411667546276,0.0006807494731792114
7.0,0.000614821235110061,3.593922841144701,0.7984708507987043,0.0007902737215180516
8.0,0.0006993799719661891,4.102440216991644,0.9102393516128785,0.0008986304861246678
9.0,0.0007834680458379716,4.610390182881522,1.0216841273801904,0.0010063301557908788
10.0,0.0008696569266580337,5.120666812926244,1.1345533552746803,0.001116973880984304
11.0,0.0009528535286745134,5.626613798144626,1.2453159789559922,0.0012234664810064889
12.0,0.001035122391916659,6.130703825756774,1.3553827972343444,0.0013286944360531305
13.0,0.0011144687401566438,6.630139355298037,1.4633264360247573,0.0014298979507545283
14.0,0.0011915759421476232,7.125879433330651,1.569615290744454,0.0015280297869713082
15.0,0.0012769890775176024,7.633523912189055,1.68183076041423,0.0016376579171865854
16.0,0.0013502911931182766,8.123082188059666,1.785274554090869,0.0017305807355385194
17.0,0.0014179829382427696,8.602296730849286,1.8843402029485727,0.0018158975520911232
18.0,0.0014759422468993936,9.064870603923355,1.9755743181097485,0.00188808556144821
19.0,0.001524165588217716,9.508609708157147,2.0583203542997275,0.0019473546334085317
20.0,0.0015657535287517063,9.938054248252007,2.1348181158521213,0.0019979503914899018
21.0,0.001601339620425024,10.352966228889246,2.205238786223196,0.0020408065398353683
22.0,0.0016292185923051635,10.746835701922594,2.2671187680367546,0.0020738791346722077
23.0,0.0016533213850094355,11.127741036118957,2.3243560136926495,0.002102242136795532
24.0,0.0016714131508019357,11.48616994484174,2.373502934017358,0.0021232075754932475
25.0,0.001685422781251303,11.825842868351717,2.4164009896877006,0.002139241505647893
26.0,0.0016956060896370004,12.144222591706033,2.4526179564245134,0.0021507314766831083
27.0,0.001702845742348514,12.442166054657081,2.482850220288055,0.002158788475706341
28.0,0.0017076035754064094,12.717342846346764,2.507060002495894,0.002164005178964537
29.0,0.0017109064712261823,12.974475201150979,2.527015750470565,0.0021675859265109653
30.0,0.00171295533750267,13.210264003565296,2.5425138253996065,0.002169778915920973
31.0,0.0017141749709088938,13.42535758170553,2.5542895859019406,0.002171069180309811
32.0,0.0017148289606996577,13.618793060963773,2.5627582421090396,0.0021717531104289336
33.0,0.0017151895711665784,13.793874419355284,2.5689370310173962,0.0021721269119394444
34.0,0.001715362621631636,13.949666791639265,2.573128394698493,0.0021723047465854687
35.0,0.001715443486447829,14.088294283232383,2.5759321275224263,0.0021723872805990644
36.0,0.0017154789504691095,14.21094458379142,2.577745701184806,0.0021724232768702664
37.0,0.0017154923951513013,14.317733606073942,2.57883200534642,0.00217243685972139
38.0,0.0017154968319609413,14.409546163906105,2.5794368443276734,0.002172441325953272
39.0,0.0017154981328424063,14.487732612888987,2.579753173143373,0.0021724426321192364
40.0,0.001715498436968832,14.55297347439535,2.57989997271295,0.002172442936931524
40.1,0.0017154984426432857,14.558332171594767,2.579906022262792,0.002172442942612391
40.2,0.0017154984473847542,14.563582716448252,2.5799115244137654,0.0021724429473588334
40.3,0.001715498451319873,14.568722849280542,2.5799165105474686,0.0021724429512977733
40.4,0.0017154984545598064,14.573752361359567,2.5799210103419417,0.002172442954540608
40.5,0.0017154984572178614,14.578672568323242,2.579925063627673,0.0021724429572008547
40.6,0.0017154984593981716,14.583485459775694,2.579928714203233,0.00217244295938282
40.7,0.0017154984611834738,14.588193723553216,2.579931999139815,0.0021724429611693686
40.8,0.0017154984626370504,14.592798228288471,2.5799349463293177,0.002172442962623876
