1000/T (K⁻¹),Original_High_Temp_IDTs (ms),Predicted_High_Temp_IDTs (ms)
2.2108647819882763,23.47,200.0
2.2155232214138576,12.75,200.0
2.2368349834468093,47.1,200.0
2.252138911141651,82.32,200.0
