Time(msec), Temperature(K), Pressure(bar)
0.0,832.34,15.5225642899617
1.0,832.3146173310671,15.5183766762026
2.0,832.2566285228422,15.5142067780402
3.0,832.1661527003205,15.5077024396215
4.0,831.9287052505881,15.5083392507746
5.0,832.105639819419,15.5033532749695
6.0,831.9936712122719,15.4953082815625
7.0,831.8981135463355,15.4884448675472
8.0,831.7282555762541,15.4762504054599
9.0,831.5490962066249,15.4633958844913
10.0,831.3208024560677,15.4470274784067
11.0,831.2984997824819,15.4454290901555
12.0,831.0005633497184,15.4417096762088
13.0,830.9303502138577,15.4308020887316
14.0,830.1524113551905,15.4290237453986
15.0,828.5053276069503,15.4103500044204
16.0,827.7925260228205,15.3988937542694
17.0,826.4766191843705,15.390610372711
18.0,822.0653262087944,15.384590126337
19.0,816.6052676594794,15.3761711801842
20.0,812.1041170680937,15.3703722145193
21.0,808.118224875885,15.3542339973265
22.0,803.0835431707653,15.3390453932071
23.0,798.0525218502346,15.3275700033446
24.0,793.4277715538867,15.3201577295839
25.0,787.2158034875732,15.310349386889
26.0,779.6999527309612,15.3000183894051
27.0,769.7103739294419,15.2889763733904
28.0,762.2325043554041,15.2846327087171
29.0,752.4430442430751,15.2626985934508
30.0,742.4413126793702,15.2508337161008
31.0,731.8454030433113,15.2481816953725
32.0,720.3835666666946,15.2335422472165
33.0,707.7241832721286,15.2218582261357
34.0,693.9445492976373,15.2113724208676
35.0,679.9474575417721,15.2008775992137
36.0,664.9441787743698,15.1879295076532
37.0,648.0751836216308,15.1830413733634
38.0,630.804966441924,15.1703155687523
39.0,611.4628489421463,15.1548615123932
40.0,590.4049168856282,15.1504716785848
40.1,588.1792147148578,15.148964292812
40.2,585.9736031048625,15.1481844443894
40.3,583.681462523443,15.146153121764
40.4,581.349175163082,15.1437755330384
40.5,579.0279528612012,15.1416916549353
40.6,576.7448847572178,15.1420547917085
40.7,574.4864015877336,15.1428054856688
40.8,572.1329169542917,15.1415909593394
40.9,569.7289332052044,15.1389936131151
41.0,567.3671524527109,15.1364673151438
41.1,564.9698191024501,15.1347233770963
41.2,562.5728576670685,15.1347477054578
41.3,560.195145947577,15.1356792214796
41.4,557.7491648784065,15.1364742414061
41.5,555.2147685169735,15.1361305134792
41.6,552.6087804312199,15.1332894813903
41.7,549.9767592233313,15.1295095228272
41.8,547.3331658322901,15.1273485507301
41.9,544.6732918728748,15.1268389647654
42.0,542.0036582010955,15.1273192550594
42.1,539.3435444473998,15.1276078677981
42.2,536.6908460056561,15.1267292695657
42.3,533.969807449398,15.1258836718026
42.4,531.1681035352709,15.1254792147071
42.5,528.2928099754168,15.1232824397977
42.6,525.4102733286128,15.1213709177059
42.7,522.5867935579454,15.1215205281366
42.8,519.7449378083683,15.120784905465
42.9,516.8019609696978,15.1173439261802
43.0,513.954075816652,15.11459725737
43.1,511.48894755874767,15.112472856241
43.2,509.0324944368117,15.110183908288
43.3,506.12545721013953,15.1105055448544
43.4,503.3604412253589,15.1110960757421
43.5,501.36078568262843,15.1080476832704
43.6,499.95251599134684,15.1054302424272
43.7,498.3113569718214,15.1065254153638
43.8,495.7007867927262,15.1090403349654
43.9,492.7019832048282,15.1096607703198
44.0,490.43238516800847,15.1074426471284
44.1,488.5687673356016,15.1044193108301
44.2,486.4961825855329,15.100934246187
44.3,484.4733539854672,15.097872944007
44.4,482.5165184174598,15.0961225563353
44.5,480.2514359412841,15.0958479010985
44.6,478.148687669085,15.0971193099808
44.7,476.3008216802786,15.0964512449378
44.8,474.6053302812028,15.0932009869433
44.9,472.90343697351784,15.0914886871513
45.0,471.5104748494371,15.0881675708804
45.1,470.7713533219781,15.0840974536989
45.2,469.1032067452899,15.0833621911433
45.3,467.6572575731225,15.0829651872519
45.4,467.62624235846823,15.0801365381009
45.5,466.726801159593,15.0775585223038
45.6,465.0674973490787,15.0751322368962
45.7,464.2623354639779,15.0717981385747
45.8,463.98692314342156,15.0703976033157
45.9,461.94505690369687,15.0700774439879
46.0,460.42098122227003,15.0689298821351
46.1,459.20083471692783,15.0682369135936
46.2,456.55256255091456,15.0683380038244
46.3,455.0950822272658,15.0677288636492
46.4,454.8404402253383,15.0668845189266
46.5,454.6174637521224,15.0647347167748
46.6,453.83813933900996,15.0631056708262
46.7,452.5681996707929,15.0624636587399
46.8,451.361791453899,15.0608042057768
46.9,450.5101375147321,15.0587646649437
47.0,450.03652029667836,15.057727883909
47.1,449.98069676984727,15.0572067458789
47.2,449.69736485073696,15.0569461390521
47.3,449.3476856866422,15.0562045809305
47.4,449.05318033026754,15.0549763628859
47.5,448.7098360500485,15.0543981780662
47.6,448.2709826547269,15.0542449792528
47.7,447.739962810923,15.0525037299845
47.8,446.8806052399013,15.0508495019599
47.9,445.5522123440702,15.0486706193175
48.0,444.79134833801584,15.0470454561144
48.1,444.743068369709,15.0472536106513
48.2,444.92143643633074,15.0468692463556
48.3,445.03667810817774,15.0451602376085
48.4,444.66945382024994,15.0447487018352
48.5,444.05868103454094,15.0446522032226
48.6,444.3389204643594,15.0444553041974
48.7,444.39265796657935,15.0439613652893
48.8,443.6381754600502,15.0420317789304
48.9,442.8380388901117,15.0417982894191
49.0,442.49412843748263,15.0424750598986
49.1,442.4628116838457,15.0407690961501
49.2,442.49151852867186,15.0385332614688
49.3,442.2862378727884,15.0362240944531
49.4,442.02681678219056,15.0346461127517
49.5,441.8300067409368,15.0365008279289
49.6,441.6400279044765,15.0380730694668
49.7,441.4221747089506,15.0354030715943
49.8,440.81838069085296,15.0308246003293
49.9,440.2021016504396,15.0251767772761
50.0,439.9819421518564,15.0194989627102
51.0,443.584175468268,15.0236666399386
52.0,443.0610513545169,15.0098689303833
53.0,443.21600198643125,15.0039235969333
54.0,443.65406713430156,14.9902674205813
55.0,443.8789325852187,14.9724682597822
56.0,444.2004651123177,14.9587192581347
57.0,444.7259467189395,14.9508664225224
58.0,445.27784049765415,14.9336337261731
59.0,445.819733119799,14.9272058211602
60.0,446.20172763752777,14.9196109470316
61.0,446.345060952986,14.8996354863853
62.0,446.33426646529557,14.8865477830428
63.0,446.4688346051426,14.8694016452136
64.0,446.6760840152303,14.8660405638975
65.0,446.7227146625981,14.8482060855051
66.0,446.9880579740121,14.8402027501381
67.0,447.2828894935262,14.8271486258705
68.0,447.4672824506906,14.8202909639945
69.0,447.61273495383756,14.808503231191
70.0,447.6598543532414,14.7941915140692
71.0,447.64136578752203,14.7843205026891
72.0,447.6997585410864,14.7668103262717
73.0,447.93870922285123,14.7592143776038
74.0,448.0593269003003,14.7428085179323
75.0,448.18723721276143,14.7290644527545
76.0,448.41230435574784,14.7182171083568
77.0,448.512690301408,14.707026315929
78.0,448.5376657207406,14.6915129537681
79.0,448.7158347056228,14.6863374646722
80.0,448.8369785232508,14.6767605872861
81.0,448.857425891003,14.660589504567
82.0,448.93935227063116,14.6452275828018
83.0,449.0815930073302,14.6343864347706
84.0,449.2173416652018,14.6271524155908
85.0,449.2847373978587,14.6170161676881
86.0,449.3129982389679,14.6058159853976
87.0,449.29274880819855,14.5947336984959
88.0,449.2188887769818,14.5774963893827
89.0,449.27934002879044,14.5649431744717
90.0,449.23108292317505,14.5493235019352
91.0,449.2657681902496,14.5429950167075
92.0,449.3704460459433,14.5273780946335
93.0,449.54600761939,14.5181292836201
94.0,449.5803281422889,14.5053423239647
95.0,449.653782550601,14.4949391984796
96.0,449.7169554068343,14.4861454645259
97.0,449.6682338345261,14.469551667947
98.0,449.6781483602433,14.4547266293665
99.0,449.7922397562557,14.4492768813112
100.0,449.93870667018234,14.4428783284786
101.0,449.9520763132671,14.4235921316442
102.0,449.90363999448596,14.409989229804
103.0,449.9445674132099,14.4015994725664
104.0,449.8498870841443,14.388854205994
105.0,449.81533380238767,14.3736517792278
106.0,449.92974999065984,14.3662533089838
107.0,449.93209987960984,14.3521191546147
108.0,449.8680854987253,14.3342388350132
109.0,450.02672118881736,14.3258604366688
110.0,449.99170534453003,14.3140387750456
111.0,449.9249370391935,14.3007817800937
112.0,450.02586428175175,14.2878508880475
113.0,450.0641187797773,14.2770354651117
114.0,450.0760419609077,14.2666697164139
115.0,450.16597027485693,14.2582141221289
116.0,450.26879800327123,14.2534346954728
117.0,450.24472448375144,14.2420112561176
118.0,450.192208684518,14.226614883092
119.0,450.2046206769516,14.2182836229502
120.0,450.22381735109974,14.2090641905209
121.0,450.2471106567143,14.1891721338866
122.0,450.2882997757447,14.1792291310804
123.0,450.26681366004345,14.1692418428697
124.0,450.2144252485614,14.1579143445101
125.0,450.17812756113494,14.1446112420772
126.0,450.2216455602066,14.1355228943963
127.0,450.1575745619168,14.1194031852056
128.0,450.19847401955957,14.108158382975
129.0,450.2876690547225,14.0991983477575
130.0,450.2308835116446,14.0799467043607
131.0,450.2371612048927,14.073241930518
132.0,450.31612118966126,14.0659883116677
133.0,450.3584241036382,14.0607626877537
134.0,450.26110963701234,14.0436416510791
135.0,450.3140026087434,14.0343094586315
136.0,450.32385789361365,14.0270671184369
137.0,450.3074791305062,14.0104592936599
138.0,450.351224057423,14.0009228815291
139.0,450.3569923938739,13.9898711205477
140.0,450.29265843924117,13.9786465574427
141.0,450.2787577137116,13.964767191689
142.0,450.31097540176955,13.9592612029152
143.0,450.26073512390815,13.9449103465146
144.0,450.30798536842406,13.9358841571233
145.0,450.2459962753818,13.9206652998837
146.0,450.2311402030546,13.9090882482267
147.0,450.1894618512321,13.8988112314072
148.0,450.2531696826196,13.8888211830997
149.0,450.27846572769016,13.8810689328854
150.0,450.2293859369889,13.8664729848475
151.0,450.20506108173413,13.8586298232875
152.0,450.2632256726774,13.8500277887263
153.0,449.82111779918034,13.7922303023524
154.0,450.18694375321815,13.8189368651209
155.0,450.3161121047621,13.8205987879081
156.0,450.25732557009303,13.8015078795667
157.0,450.2598988823996,13.7936243985534
158.0,450.2238015102413,13.7795484344175
159.0,450.22488949139887,13.7739592964833
160.0,450.2448281174078,13.7660292806506
161.0,450.210483154024,13.7528528663174
162.0,450.16612346186577,13.7417675824095
163.0,450.1232653152398,13.727457123528
164.0,450.05152382222786,13.7143133220812
165.0,450.0483410660604,13.7051828513499
166.0,450.0196480605457,13.696953610792
167.0,450.05360846866307,13.6849219583112
168.0,450.15167589273585,13.6815578330851
169.0,450.1471278092658,13.6713426223243
170.0,450.0736456105134,13.6511411715399
171.0,450.0319119028209,13.6467419927782
172.0,450.043756760474,13.6413726964579
173.0,449.9144548725733,13.6248165202834
174.0,449.9572718710258,13.6173009518439
175.0,449.9890239918028,13.6065853761381
176.0,449.9940188875299,13.5961282896559
177.0,449.9490322927159,13.5816222289328
178.0,449.9751136187985,13.5698241866452
179.0,449.91893337140095,13.5609015812675
180.0,449.9324786703826,13.5567452809987
181.0,449.92429943794724,13.5389454425833
182.0,449.85640366100904,13.5301145507597
183.0,449.79314190997206,13.5170700780054
184.0,449.77242464678517,13.5089670345717
185.0,449.7833485092904,13.500105486656
186.0,449.7238338759555,13.4870551352617
