Time(msec), Temperature(K), Pressure(bar)
0.0,847.99,36.1211969233405
1.0,847.4393802375994,36.0665096356159
2.0,847.1769876937898,35.987801981664
3.0,846.6860788246656,35.9074330411859
4.0,846.1493622826339,35.836099582917
5.0,845.8091300057148,35.7641947100798
6.0,845.4049221766692,35.6983152520508
7.0,844.8272650628039,35.625986212365
8.0,843.5735814741616,35.5412270916681
9.0,843.5184653630536,35.4675119498461
10.0,843.0375123039663,35.3922492105901
11.0,841.8869488590348,35.3108316509742
12.0,841.0848529199541,35.2480731278968
13.0,839.8513828367386,35.1796072832599
14.0,837.6293322372699,35.1130619439644
15.0,836.1744713680043,35.05525896038
16.0,831.7121917627342,34.9878374481398
17.0,826.844398707212,34.9162153849551
18.0,822.5287303970438,34.8605665367099
19.0,818.3033219464642,34.7988740991384
20.0,813.0362716716666,34.7449863128298
21.0,807.7049089760669,34.7054545510879
22.0,802.1391735293059,34.6581068903338
23.0,795.1569387841521,34.6030160068803
24.0,787.6324770489531,34.5484339826261
25.0,779.1289874977211,34.5052162151422
26.0,770.8566863409977,34.4515194388302
27.0,761.0853744234206,34.3833530944105
28.0,750.7618740448534,34.3275436102472
29.0,740.6190992019403,34.2865829462116
30.0,728.9439001912401,34.2333928348709
31.0,716.6519808855425,34.1885690353142
32.0,703.5833552258317,34.1383269387837
33.0,689.4948035628388,34.0898026992616
34.0,674.6544880439343,34.0301052359962
35.0,658.8357651230033,33.9809753025108
36.0,641.70140809797,33.9403479125068
37.0,623.1576297440178,33.9020477124196
38.0,603.2856073275672,33.8664107563707
39.0,581.5191924586713,33.8230119272821
40.0,557.8161104024912,33.7799466431988
40.1,555.3030257110865,33.7754566666254
40.2,552.7493179360692,33.768649623932
40.3,550.2075346370381,33.7625646340671
40.4,547.6802820326744,33.7596901364393
40.5,545.100286268456,33.7564549765073
40.6,542.4825314271109,33.7520408986349
40.7,539.8284600789453,33.7477241874985
40.8,537.1360656942816,33.7440058256366
40.9,534.41058641224,33.740353612603
41.0,531.6908641347688,33.735980730904
41.1,528.9540954924269,33.7310385448693
41.2,526.1896422160365,33.7278309644873
41.3,523.4209771595306,33.725309967958
41.4,520.6278155197543,33.7192761609185
41.5,517.7751202393188,33.7127992859357
41.6,514.9050120881327,33.7080172163543
41.7,512.2893423480392,33.7044175611269
41.8,509.9584434327319,33.702594451625
41.9,507.3082936129967,33.6994947534044
42.0,504.70585821581835,33.694297563024
42.1,502.71110265455883,33.6882249411623
42.2,500.46666314339444,33.6826271474126
42.3,497.94866757344283,33.6779480810926
42.4,495.75015500934126,33.673556139805
42.5,493.7036275410887,33.6692063176554
42.6,491.51776201210595,33.6632259577225
42.7,489.2234177016474,33.6570092203234
42.8,487.10038592261304,33.6539659938558
42.9,485.00385012067466,33.6499997294181
43.0,482.9627686998336,33.6433869447573
43.1,481.02225877780364,33.6381905428391
43.2,479.013410839816,33.6352168720464
43.3,477.28859701137617,33.6315122459842
43.4,475.8978732512509,33.6269544353661
43.5,474.19640480529785,33.62186929961
43.6,472.5465227563994,33.6175223808433
43.7,471.42024039283837,33.614240694612
43.8,470.01912280964694,33.6084113660485
43.9,468.37961745143934,33.6004346816296
44.0,467.3601663306045,33.5922085008152
44.1,466.2886845315425,33.586872852575
44.2,465.141350842963,33.5852782908945
44.3,464.18096789596865,33.5831613434686
44.4,463.02767072066325,33.5787075195853
44.5,461.59748393269166,33.5732106952012
44.6,459.9625464618312,33.5689790756172
44.7,458.59354889016396,33.5653493984663
44.8,457.2841016775946,33.5614653132056
44.9,456.17064419304893,33.5578815337303
45.0,455.6657265757807,33.5545537199044
45.1,455.0371355385654,33.5516099070457
45.2,454.0530674026593,33.5485210628413
45.3,453.4089043069985,33.5451352744771
45.4,452.8159019175677,33.5424351630352
45.5,452.0848024989656,33.5394220644936
45.6,451.41116843070904,33.5348165562303
45.7,450.83059815967374,33.5295243125494
45.8,450.3528087187676,33.5257280154623
45.9,449.7380024877262,33.5234008409636
46.0,449.0740563601313,33.520814308621
46.1,448.5528477980228,33.5159853217624
46.2,448.04258088456146,33.5095298630798
46.3,447.410591278287,33.504274781814
46.4,446.7865764047613,33.5000605276411
46.5,446.29640136592224,33.4935489902927
46.6,445.88707847653376,33.4871419989806
46.7,445.39280399352816,33.48204981966
46.8,444.87657372195827,33.4773148856833
46.9,444.47850355255474,33.4752189848498
47.0,444.1061951707655,33.4738656051362
47.1,443.8094096309069,33.4694775561206
47.2,443.46353459061,33.4643657242059
47.3,442.9917078525931,33.4601589955003
47.4,442.5615015211602,33.4552251851328
47.5,442.3395002395466,33.4503838687085
47.6,442.12073873504596,33.4460976167626
47.7,441.8329224674247,33.4427551338991
47.8,441.6367555748495,33.4394704341105
47.9,441.37644346259265,33.4355157503908
48.0,441.02460458582794,33.431754194666
48.1,440.81728687093124,33.427139339692
48.2,440.7204213046207,33.4239649512566
48.3,440.4913941628287,33.421898009293
48.4,440.1578060260011,33.4189432128801
48.5,439.86528505858,33.4135022445227
48.6,439.6217417902669,33.4065085338102
48.7,439.4440540787987,33.4015328438417
48.8,439.23904018267217,33.3952486176058
48.9,438.9935203881416,33.3878136261804
49.0,438.7643697183254,33.3838978308663
49.1,438.5702875529777,33.382737384396
49.2,438.39509205525576,33.3795650150614
49.3,438.21815057782624,33.3745684346669
49.4,438.0249886571849,33.3711066308954
49.5,437.8278142020076,33.367849402849
49.6,437.62773541727637,33.364676943566
49.7,437.47386568476855,33.361653884
49.8,437.3246683194107,33.3582302012738
49.9,437.18109012750296,33.3542311106345
50.0,437.11755751301973,33.34949052867461
51.0,438.25424786367256,33.310103426977
52.0,438.5458668318142,33.27489063052631
53.0,438.7321831708583,33.23887930744831
54.0,438.9926596721996,33.2030710026525
55.0,439.2821774752505,33.1676369448441
56.0,439.5883610957209,33.13165496862581
57.0,439.93611803564045,33.0853812510568
58.0,440.3264979225268,33.0553868159411
59.0,440.45471327222117,33.0200798574514
60.0,440.65514376187537,32.9867724273579
61.0,440.6858566078034,32.952942468132
62.0,440.8106913258265,32.9132075853297
63.0,440.8669404114875,32.8701937484029
64.0,440.9254528004172,32.8309541093189
65.0,441.07608780467683,32.7977908850485
66.0,441.2138756410149,32.7678994160274
67.0,441.2991738708483,32.7354134732635
68.0,441.3490255218684,32.7026328588635
69.0,441.37516160872235,32.6631635123737
70.0,441.36151193562665,32.6288863905925
71.0,441.45127115784277,32.6018190833466
72.0,441.5216719251255,32.5638663246652
73.0,441.573136817415,32.5307007940522
74.0,441.6398797632613,32.4986120305854
75.0,441.7153154315678,32.4665735270683
76.0,441.7200469793237,32.4254257915678
77.0,441.7758746928525,32.3996533762707
78.0,441.80796836277864,32.3664025559092
79.0,441.82205487270124,32.3302119936141
80.0,441.83855148748466,32.2989071023148
81.0,441.8935868290642,32.2698615335354
82.0,441.9176593465282,32.2354643105358
83.0,441.9158227659528,32.2065882736961
84.0,441.91426435610344,32.1790648882568
85.0,441.87860739404704,32.1465173674376
86.0,441.8384317831551,32.1135645186618
87.0,441.83061361308154,32.0791055604644
88.0,441.80486354400637,32.0437646040143
89.0,441.79548902245506,32.0171246692036
90.0,441.7948996371464,31.984850176501
91.0,441.818989834266,31.9578955316449
92.0,441.8507762701718,31.9238265727371
93.0,441.86098598545385,31.8923097514932
94.0,441.8753176673015,31.8648201833047
95.0,441.87719333191313,31.8395523796433
96.0,441.85694615769563,31.8134041101287
97.0,441.8505315493793,31.7838966742988
98.0,441.8681420800978,31.7510732325623
99.0,441.87281661841234,31.7171350377957
100.0,441.84892067148,31.6845438031921
101.0,441.8193543804876,31.658409812487
102.0,441.79215845494696,31.633755733386
103.0,441.75961272890686,31.6088445173905
104.0,441.75820611019645,31.58578962657
105.0,441.7427031308435,31.5592758576178
106.0,441.7171307786797,31.5296270444853
107.0,441.71762207049187,31.4988779937588
108.0,441.7142753784287,31.4679165731303
109.0,441.70470409638614,31.4408185171984
110.0,441.6883213351749,31.4075581367756
111.0,441.70723451214997,31.3852036463976
112.0,441.67631229443026,31.3543396140031
113.0,441.6473413509956,31.3295395059645
114.0,441.6531515150569,31.3052680799293
115.0,441.6281067056223,31.274166593961
116.0,441.6009489469124,31.2507315566849
117.0,441.60875112752785,31.2317852001841
118.0,441.6651437434669,31.2027365575137
119.0,441.6169435261816,31.1756008260481
120.0,441.6189202056449,31.1528242057168
121.0,441.6079718449007,31.12462423112
122.0,441.5685598555184,31.0960901730052
123.0,441.5604309511829,31.0787879180228
124.0,441.54549222736546,31.0546292794999
125.0,441.50326254966944,31.0231015903258
126.0,441.4865309365079,30.9946666248198
127.0,441.50932677544847,30.9754277369301
128.0,441.4748012599685,30.9449430222157
129.0,441.47100884349857,30.9228006929199
130.0,441.4614397659791,30.897975640077
131.0,441.43323784858615,30.8746622904229
132.0,441.38339321136925,30.8497431439131
133.0,441.34882960267544,30.824761238403
134.0,441.33469979351923,30.7999652773948
135.0,441.31978055120777,30.7749873781008
136.0,441.3158285368689,30.7518465867505
137.0,441.3052861803834,30.7269649437101
138.0,441.27931101218195,30.7074600038622
139.0,441.250878160342,30.6850365754881
140.0,441.23098806627127,30.6588652654561
141.0,441.2134696147881,30.6333616277369
142.0,441.18777486875376,30.6087225886977
143.0,441.1606078154321,30.585602892061
144.0,441.1315186913725,30.5593553591566
145.0,441.0772799072852,30.5343249007246
146.0,441.04051881326944,30.5139797163027
147.0,441.0793572565128,30.4961603583991
148.0,441.03626873223106,30.4700381507669
149.0,441.00357766976697,30.4459618664726
150.0,441.0334492566633,30.4258366860211
151.0,440.9726267301684,30.4003101482158
152.0,440.952088618508,30.3780435864252
153.0,440.92159049827046,30.3494274094453
154.0,440.9196956681413,30.328063665771
155.0,440.8956227710547,30.3071672450948
156.0,440.86243554568625,30.2879618402348
157.0,440.84450553189396,30.2624185479172
158.0,440.78315475531775,30.2328311981703
159.0,440.77987000068396,30.214183762614
160.0,440.7607147838689,30.1895135728198
161.0,440.7009672366521,30.1633883245413
162.0,440.70885549050604,30.1459076267374
163.0,440.7036073878317,30.1260881819554
164.0,440.69909058022864,30.1064827897853
165.0,440.67067485029435,30.0780325021223
166.0,440.6546700789698,30.0594924284385
167.0,440.61400486169725,30.0333841197619
168.0,440.55221826617395,30.0098135893671
