1000/T (K⁻¹),Original_High_Temp_IDTs (ms),Predicted_High_Temp_IDTs (ms)
2.314472127458588,55.8,
2.315407233928159,12.7,
2.3162011697199305,16.4,
2.3172380896453677,27.2,
2.3285756863550415,109.2,
